date,max_temp,min_temp,avg_temp,max_wind_speed,avg_wind_speed,avg_pressure,avg_rel_humidity
2022/8/28,30.6,22.8,26.4,5.7,3.6,1002.7,57
2022/8/29,34.3,21.6,27.3,4,2.6,1005.7,61
2022/8/30,32.3,24.7,27.1,4.5,2.1,1002.8,80
2022/8/31,34.5,25.2,29.7,5.4,1.9,998.8,75
2022/9/1,31.4,24.1,27.3,5.3,2.3,1001.1,86
2022/9/2,32.9,22.1,26.5,5.2,2.8,1004.8,80
2022/9/3,32.6,23.4,26.6,6.1,2.3,1005,81
2022/9/4,33.5,24,28.3,5.2,2,1004.6,75
2022/9/5,34.8,24.8,29.3,6.4,2.4,1002.9,63
2022/9/6,34.7,24.3,29.5,11,4.3,998.4,66
2022/9/7,30.5,21.9,25.9,5.9,3.6,1003.6,72
2022/9/8,29,22.6,25.4,5.5,2.9,1004.8,78
2022/9/9,29,22.8,25.5,4.2,2.7,1004.6,86
2022/9/10,32.8,24.1,27.5,4.8,2.8,1005.1,74
2022/9/11,34.6,24.5,28.8,3.6,2,1004.2,67
